title,company_name,location,from,Benefits,Qualifications,Responsibilities,applyLink,thumbnail,benefits_keywords,qualification_keywords,responsibilities_keywords
Data Scientist,Resume Library,"Santa Clara, CA",via Melga,,strong experience data analytics python experience risk data management extremely good data quality ability interpret data sets good experience sql,develop custom data models apply data sets create test scripts validate incident management problem work stakeholders throughout data risk organization identify opportunities leveraging derive solutions,https://mus.melga.com/job/2023-02-14_0b3aeeb2e4abb63f1b5c1612e59cdf73773c0509658bcec889a1b8396ff7ea8d?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQG43dBeMre8ix1hs0Y7kaz5cwpTtM7PK5l5taPF_s&s,[],"[('data quality ability interpret', 0.4593), ('data management extremely good', 0.4735), ('good data quality ability', 0.4842), ('data analytics python', 0.5124), ('risk data management extremely', 0.5425), ('analytics python experience', 0.5939), ('python experience risk', 0.6032), ('strong experience data analytics', 0.6308), ('sets good experience sql', 0.6416), ('experience risk data', 0.6457)]","[('scripts validate incident', 0.4205), ('custom data models', 0.4337), ('risk organization identify', 0.4658), ('risk organization identify opportunities', 0.4799), ('management problem work stakeholders', 0.4941), ('problem work stakeholders', 0.5007), ('develop custom data', 0.5061), ('develop custom data models', 0.5146), ('scripts validate incident management', 0.5507), ('incident management problem', 0.5758)]"
AI/ML Health Data Science Managing Consultant,Guidehouse,"Hiram, GA",via Nexxt,,minimum security clearance us citizenship minimum years experience five minimum education bachelor degree statistics mathematics computer science information systems engineering economics similar quantitative discipline five years experience leading teams data analytics data visualizations including selecting applying appropriate analytical techniques statistical analysis predictive modelling simulation machine learning five years experience analytics development including python r five years experience visually communicating data analysis visually including bespoke analyses bi tools power bi amazon quicksight three years experience managing data product development enterprise scale including cloud platforms spark big data ml systems comfort using jira slack teams collaboration tools experience working code repositories continuous integration e git jenkins etc three years database experience including sql nosql a deep understanding advanced analytics artificial intelligence machine learning ai ml landscape three years consulting experience top tier management consulting investment banking finance corporate strategy product management related business field including rfp rfq responses developing white papers concept papers building demonstrating prototype solutions customers three years experience supporting federal agencies state agencies experience advising briefing senior executives experience managing people including one one meetings feedback coaching,your role coordinate activities across multiple projects provide experience based insight client operations some activities expect part day day responsibilities engaging leadership discuss pressing needs helping teams understand dependencies across programs acting contributor team meetings helping develop strategic communications supporting account strategy identify policy business problems successfully capture sourcing award close perform research key accounts clients effectively qualify scope new business opportunities discuss develop solutions client service teams existing new clients actively engage within target accounts relevant market keep current existing new trends problem areas issues develop new requirements growth opportunities consistently systematically initiate sales calls new relationships contacts pursue prospects secure meetings win referrals explore sales opportunities execute targeted relationship account development strategy understand client business issues match firm capabilities identify new revenue opportunities client delivery present meetings summits working sessions senior client executives provide subject matter expert support across multiple client engagements develop review presentations briefings memos reports identify client needs develop solutions address needs prioritize handle multiple tasks researching analyzing pertinent client industry technical matters utilizing problem solving skills communicating effectively written verbal formats various audiences including various levels management external clients professional business environment scope staff projects meet client requirements develop work plans reflect project scope client expectations provide oversight development work products start finish brainstorming framework development final edits end product exemplify reinforce quality standards work products gather create share experiences area expertise focus best practices engagement oversight management ensure compliance contract terms conditions internal firm policies manage contract budgets develop trusted relationships clients provide direction feedback coaching team members build pipeline new business active relationship development management proposal efforts thought leadership efforts mentor employees within practice field activity provide subject matter support guidance coaching team members managed projects timeline scope budget multiple teams simultaneously guidehouse offers comprehensive total rewards package includes competitive compensation flexible benefits package reflects commitment creating diverse supportive workplace medical rx dental vision insurance personal family sick time company paid holidays position may eligible discretionary variable incentive bonus parental leave adoption assistance four hundred one k retirement plan basic life supplemental life health savings account dental vision dependent care flexible spending accounts short term long term disability student loan paydown tuition reimbursement personal development learning opportunities skills development certifications employee referral program corporate sponsored events community outreach emergency back up childcare program mobility stipend,https://www.nexxt.com/jobs/ai-ml-health-data-science-managing-consultant-hiram-ga-2443329521-job.html?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic&aff=2ED44C72-8FD2-4B5D-BC54-2F623E88BE26&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTzTsV7KUb2sCtD89vr_joyy8U8aEi17a5NVsRGBKilylOQnyvQztVt0g&s,[],"[('solutions customers years experience', 0.4825), ('jenkins years database experience', 0.4905), ('years consulting experience', 0.4969), ('learning years experience analytics', 0.5003), ('python years experience', 0.5068), ('years experience managing data', 0.5163), ('years consulting experience tier', 0.5267), ('citizenship minimum years experience', 0.5307), ('including python years experience', 0.5479), ('years experience minimum education', 0.5908)]","[('activities multiple projects', 0.442), ('staff projects meet client', 0.4572), ('develop new requirements growth', 0.4582), ('requirements develop work plans', 0.4602), ('sessions senior client executives', 0.4608), ('senior client executives', 0.4638), ('new requirements growth opportunities', 0.4641), ('environment scope staff projects', 0.4681), ('activities multiple projects provide', 0.4781), ('including various levels management', 0.4904)]"
Bioinformatician,Vindhya Data Science,"Morrisville, NC",via Glassdoor,,ability rapidly collaborate data scientists working project fast paced environment phd computational biology bioinformatics bioengineering computer science related field experience languages r python related tools strong analytical skills statistical data analysis modeling experience excellent interpersonal communication skills essential effectively communicate complex computational concepts findings hands experience ngs data analysis specifically scrnaseq data best practices qc alignment secondary data analysis pathway enrichment analyses experience cancer genomic data analysis along familiarity public databases e g ensembl hapmap ucsc tools e g cbioportal resources e g ccle tcga ability work independently general direction meet objectives timelines adapting changes priorities fulfill client requirements project standard code data management practices proper documentation experience unix based systems cloud computing environments experience building rshiny apps prior biotech pharma experience,analysis large scale data whole exome data whole genome sequencing data single cell bulk rnaseq data proteomic multi dimensional datasets interpretation complex biological information based results data analyses support projects client pharma biotech companies contributing analytical insights requirements workflows across target discovery target identification validation analysis data clinical translational medicine ability listen client company needs project four hundred one k matching dental insurance flexible schedule health insurance paid time vision insurance monday friday,"https://www.glassdoor.com/job-listing/bioinformatician-vindhya-data-science-JV_IC1138956_KO0,16_KE17,37.htm?jl=1008316747232&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",,[],"[('skills essential effectively', 0.4296), ('environment phd computational biology', 0.4369), ('computational biology bioinformatics bioengineering', 0.4375), ('data analysis specifically scrnaseq', 0.4629), ('data scientists working', 0.4655), ('biotech pharma experience', 0.4674), ('strong analytical skills statistical', 0.4683), ('bioengineering computer science related', 0.4692), ('data analysis pathway', 0.483), ('skills statistical data', 0.5236)]","[('analysis data clinical translational', 0.4976), ('cell bulk rnaseq data', 0.498), ('sequencing data single cell', 0.5036), ('data proteomic multi', 0.5301), ('bulk rnaseq data', 0.5336), ('exome data genome', 0.5414), ('exome data genome sequencing', 0.5464), ('data analyses support', 0.5584), ('data analyses support projects', 0.5737), ('analysis data clinical', 0.5756)]"
"Discovery Breeding Data Scientist Intern (Raleigh, NC)",Syngenta,"Burnsville, NC",via Built In,,enrollment m s ph d program data science computer science quantitative genetics population genetics agronomy statistics genomics animal plant breeding related field demonstrated proficiency one modern programming languages python r etc scientific curiosity passion creative problem solving ability communicate complex ideas results clear actionable manner exceptional interpersonal skills comfortable working independently part team proactive approach assigned objectives goals,collaborate closely multi disciplinary team plant breeders data scientists analytical activities required maintaining active corn soy discovery breeding program gather transform structure large datasets genetic statistical analysis integrate multiple data types genomic data performance data etc deliver predictive prescriptive insights expand existing analytical methodologies identify novel solutions balance theory practicalities working industrial scale engage stakeholders communicate key results operate accordance syngenta health safety environmental hse standards competitive wages ongoing career development resources the opportunity work meaningful innovative projects solve problems a culture celebrates diversity inclusion promotes professional development offers flexible work options meet work personal needs,https://builtin.com/job/internship/discovery-breeding-data-scientist-intern/1224124?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQP_mzXgGiZyt8lstnqGmz0e-gud5e16SKnSBq3D-lx8fE73cnzr3Ut32Y&s,[],"[('scientific curiosity passion creative', 0.4238), ('passion creative problem solving', 0.4325), ('field demonstrated proficiency modern', 0.4385), ('program data science computer', 0.4389), ('data science computer science', 0.4479), ('problem solving ability communicate', 0.4596), ('field demonstrated proficiency', 0.4724), ('enrollment ph program data', 0.4727), ('creative problem solving ability', 0.479), ('enrollment ph program', 0.482)]","[('corn soy discovery breeding', 0.4015), ('plant breeders data', 0.4103), ('team plant breeders', 0.417), ('diversity inclusion promotes professional', 0.4171), ('career development resources opportunity', 0.4181), ('development offers flexible work', 0.4307), ('soy discovery breeding program', 0.4384), ('data scientists analytical activities', 0.4393), ('ongoing career development', 0.4535), ('collaborate closely multi disciplinary', 0.4603)]"
Data science opportunities with IMPACT,National Aeronautics and Space Administration(NASA),"Huntsville, AL",via Tarta.ai,,u s lawful permanent residents lpr foreign nationals eligible exchange visitor j one visa status applicants lpr asylees refugees u s time application one valid ead card two i four hundred eighty five i five hundred eighty nine forms pending status degree doctoral degree,recognizing earth observation data useful various applications impact seeks integrate nasa earth observation data decision making in addition impact team ensures data continue used new ways monitoring trends across data science information technology fields order effectively develop new solutions earth science data management dissemination impact research focuses application novel computational methods information technology acquisition storage processing discovery interchange analysis visualization earth science data information development innovative data science application information extraction large data archive assessment new disruptive technologies enhance efficiency nasa earth science data systems development machine learning techniques solve complex earth science problems computing technologies improvement user experience nasa data services lower barriers entry users effectively leverage complex scientific datasets development large scale data analysis processing pipelines cloud computing environment the prospective applicant contact manil maskey manil maskey nasa gov well advance developing proposal ensure alignment idea opportunity objectives,https://al.tarta.ai/j/ZE3xOYQBsKPkQbQPkWpK1022-data-science-opportunities-with-impact-in-huntsville-alabama-at-national-aeronautics-and-space-administration-nasa?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSma_-JATPCc5taElb-gdULtfvMY9xaCwOgW7Xa&s=0,[],"[('visa status applicants', 0.5151), ('nationals eligible exchange', 0.5198), ('foreign nationals eligible exchange', 0.5204), ('lpr asylees refugees time', 0.5206), ('eligible exchange visitor visa', 0.5241), ('foreign nationals eligible', 0.5246), ('lawful permanent residents', 0.5824), ('applicants lpr asylees', 0.5898), ('status applicants lpr', 0.6428), ('permanent residents lpr', 0.6512)]","[('data science information technology', 0.5108), ('earth observation data decision', 0.5112), ('innovative data science application', 0.5114), ('nasa earth observation data', 0.5162), ('seeks integrate nasa earth', 0.5275), ('nasa gov advance developing', 0.5307), ('data science application information', 0.5309), ('science data systems development', 0.5594), ('impact seeks integrate nasa', 0.572), ('solutions earth science data', 0.581)]"
"Director, Clinical Data Science (Data Mgmt)",Syneos Health Clinical,"Camden, SC",via Salary.com,,in lieu bachelor degree rn relevant related education experience strong project management skills technical aptitude experience design implementation technical data management systems targeted supporting large scale multiple site clinical trials including supervisory experience ability serve leadership role data management including effective mentoring skills ability deal effectively sponsors internal customers excellent communication presentation interpersonal skills written spoken ability inform influence convince persuade experience working matrix structured environment multiple product lines ability handle multiple tasks meet deadlines high stress environment ability implement control understand productivity measures good understanding financials basic computer skills word excel email get know syneos health,provides leadership direction operational management data management operations this position responsible managing developing accountable data management staff assigned for achieving operational targets including limited quality performance utilization retention training metrics outlined responsibilities defined supervise coach mentor staff administrative operational tasks oversee development direct reports setting goals conducting performance reviews evaluating monitoring training needs creating development plans mentoring coaching set priorities schedule activities departmental resources implement company objectives create alternative solutions address business operational challenges line management responsibilities staff members supports course action interviewing selection recommendations terminations professional development performance appraisals job description preparation employee counseling works advises staff administrative policies procedures technical problems priorities methods serves advisor regarding operational project management aspects assigned project data management group ensures management appropriate billable non billable time assigned project data management group tracks utilization efficiency ensures project financials assigned project data management group achieve targets ensures contractual deliverables timelines met ensures scope changes appropriately amended contract implements project review method ensure financial controls operational productivity present per project supports business department targets sales revenue utilization gross profit oversees planning execution maintenance programs partnerships required participates governance oversight committees support projects represent data management strives customer satisfaction successful execution projects customer management cross functional alignment participates leads development standard operating procedures sops data management tools training department initiatives process improvement projects leads data management personnel audit situations including closing audit findings corrective action plans ensures review relevant project data management study files currency accuracy including development corrective action plan quality issues non compliance participates business development activities reviews approves data management portion proposal budget required maintains proficiency data management systems processes regular training attendance professional meetings conferences takes opportunity network colleagues new repeat business may represent company professional meetings seminars we passionate developing people career development progression supportive engaged line management technical therapeutic area training peer recognition total rewards program,https://www.salary.com/job/syneos-health-clinical/director-clinical-data-science-data-mgmt/j202211110746469049285?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRjnrrC3yuCW4-N1MSfSEXDoPgle_YE4DgqE0gd&s=0,[],"[('technical aptitude experience design', 0.485), ('including effective mentoring', 0.4893), ('project management skills technical', 0.4947), ('experience ability serve', 0.495), ('management including effective mentoring', 0.5053), ('strong project management skills', 0.5099), ('experience ability serve leadership', 0.5202), ('skills technical aptitude', 0.5543), ('including supervisory experience', 0.5668), ('management skills technical', 0.5729)]","[('mentor staff administrative operational', 0.4849), ('line management responsibilities staff', 0.4875), ('management tools training', 0.494), ('operational project management aspects', 0.4947), ('departmental resources implement company', 0.4949), ('responsibilities staff members', 0.4976), ('provides leadership direction operational', 0.4985), ('operational tasks oversee development', 0.499), ('direction operational management data', 0.5041), ('operational management data', 0.515)]"
Data Scientist:,deciBel Research,"Triana, AL",via Adzuna,,education requirements bachelor degree higher computer science data science engineering math statistics operations research related field equivalent experience experience requirements minimum five years related experience familiarity advanced machine learning data science techniques mathematical approaches working knowledge current operating systems programming languages data engineering experience working large amounts structured unstructured data applicant selected must active active dod top secret security clearance eligibility dia sci access candidate selected must successfully pass dia ci polygraph within sixty days hire must u s citizen,performs analysis data systems big data systems performs statistical analysis provides input reports dashboards assists development data products reports dashboards display techniques evaluates data algorithms interaction improve algorithm performance may apply advanced statistics including natural language processing machine learning create solutions assists data modeling data virtualization writes code preprocess clean data may conduct unit testing troubleshooting,https://www.adzuna.com/details/3925376427?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,[],"[('experience experience requirements', 0.4562), ('education requirements bachelor degree', 0.4564), ('equivalent experience experience requirements', 0.4593), ('degree higher computer science', 0.4738), ('data engineering experience working', 0.492), ('secret security clearance eligibility', 0.5032), ('eligibility dia sci access', 0.5036), ('security clearance eligibility', 0.5183), ('eligibility dia sci', 0.5183), ('requirements minimum years', 0.5842)]","[('statistical analysis provides', 0.493), ('data systems big data', 0.5), ('dashboards assists development data', 0.5059), ('analysis provides input', 0.5075), ('evaluates data algorithms', 0.5119), ('evaluates data algorithms interaction', 0.5209), ('big data systems performs', 0.5384), ('analysis provides input reports', 0.547), ('data systems performs', 0.5846), ('performs statistical analysis', 0.592)]"
AI/ML Health Data Scientist – Senior Consultant,Guidehouse,"Atlanta, GA",via WJTV Jobs,,security clearance ability obtain public trust clearance minimum years relevant experience three education b s b a statistics mathematics operations research computer science information systems engineering economics data science data analytics similar quantitative discipline experience working analytical models methods applications tools proficiency analytics programming language r python sas visualization skills tools tableau power bi r shiny contributing team member understanding personal team roles contributing positive working environment building strong collaborative relationships team members communicating effectively various audiences including various levels management external clients professional environment knowledge defense national security financial healthcare international development state local government environment,our consultants focus client services also supporting business development internal firm initiatives ongoing professional development statistical analysis predictive modelling simulation machine learning artificial intelligence selecting applying appropriate analytical techniques identifying addressing client needs building relationships clients demonstrating flexibility prioritizing completing tasks communicating potential conflicts supervisor business development including rfp rfq responses developing white papers concept papers building demonstrating prototype solutions customers the annual salary range position seventy four nine plus00 00 one hundred forty nine eight plus00 00 compensation decisions depend wide range factors including limited skill sets experience training security clearances licensure certifications business organizational needs guidehouse offers comprehensive total rewards package includes competitive compensation flexible benefits package reflects commitment creating diverse supportive workplace medical rx dental vision insurance personal family sick time company paid holidays position may eligible discretionary variable incentive bonus parental leave adoption assistance four hundred one k retirement plan basic life supplemental life health savings account dental vision dependent care flexible spending accounts short term long term disability student loan paydown tuition reimbursement personal development learning opportunities skills development certifications employee referral program corporate sponsored events community outreach emergency back up childcare program mobility stipend,https://jobs.wjtv.com/jobs/ai-ml-health-data-scientist-senior-consultant-atlanta-georgia/915783618-2/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,[],"[('defense national security', 0.4218), ('experience education statistics mathematics', 0.4278), ('various levels management', 0.4321), ('experience working analytical', 0.4323), ('public trust clearance', 0.4335), ('operations research computer science', 0.4342), ('clearance ability obtain public', 0.4425), ('clearance minimum years', 0.4474), ('knowledge defense national security', 0.4572), ('relevant experience education statistics', 0.4726)]","[('solutions customers annual salary', 0.4077), ('including limited skill sets', 0.4159), ('business organizational needs guidehouse', 0.416), ('development certifications employee', 0.4164), ('opportunities skills development', 0.4194), ('guidehouse offers comprehensive total', 0.4264), ('clients demonstrating flexibility', 0.4272), ('includes competitive compensation', 0.4331), ('certifications employee referral program', 0.4432), ('consultants focus client services', 0.4846)]"
Data Science Intern,Novelis,"Atlanta, GA",via LinkedIn,,either completed masters software engineering data science currently enrolled program a proficient understanding python based object oriented programming experience software model engineering concepts versioning model deployment model retraining etc hands experience python libraries scikit learn unittest pytest flask mlflow experience collaborative iterative development desire continuous development learning opportunities strong analytical organizational presentation time management skills,novelis manufacturing processes produce operational run time data coil across fifteen machine centers various plant throughout globe the data science intern help develop routines using object oriented python classes methods the data science intern learn existing models developed digital group help standardize using pipelines the data science intern learn understand manufacturing process understand common data manipulation tasks the data science intern understand software development lifecycle work professional environment the data science intern may help develop library containing features currently engineered,https://www.linkedin.com/jobs/view/data-science-intern-at-novelis-3399484346?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQsNGIi_EQxSMXNfQBuOlEZanDJWH0fSEQ6xgE7i9I&s,[],"[('proficient understanding python', 0.3975), ('oriented programming experience software', 0.4017), ('experience software model engineering', 0.4195), ('software engineering data', 0.4242), ('enrolled program proficient', 0.4278), ('proficient understanding python based', 0.4407), ('data science currently', 0.4446), ('engineering data science currently', 0.4585), ('currently enrolled program proficient', 0.4797), ('completed masters software', 0.4832)]","[('science intern learn', 0.4849), ('novelis manufacturing processes', 0.4916), ('development lifecycle work professional', 0.5005), ('novelis manufacturing processes produce', 0.506), ('intern help develop', 0.5159), ('tasks data science', 0.5169), ('professional environment data science', 0.5305), ('intern understand software', 0.536), ('pipelines data science intern', 0.5587), ('methods data science intern', 0.5756)]"
"Director, Data Scientist",BayOne,"Duluth, GA",via ZipRecruiter,,masters phd math statistics computer science related discipline five years hands data science experience b two c business five years people leader manager data science talent deep fluency complex algorithms analytics methodologies across multiple platforms prem cloud languages excellent written verbal communication skills ability communicate complex quantitative analysis clear precise actionable manner strong passion answering complex business questions using structured problem solving hypothesis testing experimentation rigorous data analysis strong foundation experimentation methodology statistics curiosity desire learn business needs strategies close collaboration business partners crm marketing effectiveness customer analytics teams data science process management improvement in know innovative concepts techniques broader data science community ability identify opportunities improvement innovation data science familiarity visualization tools tableau looker spotfire strong background relational cloud databases sql cloud native data science platform tools,proven experience customer data analytics understand customer behaviors developing action plans improve customer experience proven track record delivering robust analytics use cases across business units collaboration cross functional stakeholders,"https://www.ziprecruiter.com/c/BayOne/Job/Director,-Data-Scientist/-in-Duluth,GA?jid=735aca570372a110&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",,[],"[('talent deep fluency complex', 0.4396), ('teams data science process', 0.444), ('data science platform', 0.4447), ('data science platform tools', 0.4475), ('computer science related discipline', 0.4494), ('ability identify opportunities improvement', 0.45), ('science experience business years', 0.4533), ('improvement innovation data science', 0.4573), ('data science talent deep', 0.4861), ('leader manager data science', 0.4984)]","[('action plans improve customer', 0.5402), ('plans improve customer experience', 0.5477), ('analytics use cases', 0.5506), ('customer experience proven', 0.5633), ('understand customer behaviors developing', 0.5708), ('proven experience customer', 0.5874), ('analytics use cases business', 0.5923), ('customer behaviors developing action', 0.5965), ('customer experience proven track', 0.6028), ('customer data analytics understand', 0.6229)]"
AVP Data Science,MetLife,"Creedmoor, NC",via My ArkLaMiss Jobs,,ten fifteen years experience preferably within global financial services firm big four management consulting firm five years relevant business experience field advanced analytics master degree phd quantitative discipline statistics mathematics physics advanced computer science strong data analytics experience profound knowledge experience machine learning ai knowledge ability understand code python required experience leading delivering advanced analytics projects proven ability partner influence key business stakeholders levels across global organization proven record strategic planning execution focus strong communication skills effective messaging goals objectives advanced analytics impacts benefits results driven focuses tracks key elements drive business interpersonal skills self starter strong verbal written communication skills presentation skills sound business judgment ability lead organizational skills experiment confidence courageously learn test new ideas without fear failure,execute analytics strategy outlined company ensure milestones deliverables around analytics data science initiatives met provide oversight direction technical leadership overarching data stack identify opportunities improvement staying abreast emerging technologies solve key technical challenges understanding improving quality deliverables measure effectiveness deliverables synthesizing large volumes data attention granular details define cultivate best practices analytics instrumentation experimentation implement analytics monitoring capabilities responsible model management maturity influence quality productivity improvements involvement development new improved procedures process innovations training changes corporate culture partner closely collaborate team members across gto dna ensure data quality standards met support multiple projects analytics initiatives time fast paced results oriented environment lead teams developing production ready analytics coach mentor large group team members day day delivery build develop teams data scientists challenging motivating team accomplish significant deliverables tight deadlines drive team yields high quality actionable results maintaining right balance velocity rigor communicate problems solutions team challenges overall productivity teams leadership reports vp data science direct reports team four six key stakeholders enterprise including group benefit disability internal audit investment etc seek diverse perspectives source ideas feedback expand thinking make informed decisions seize opportunity drive responsible growth identify areas continuous improvement champion inclusion foster environment everyone valued heard speak create alignment partner others across organization candor transparency take responsibility be accountable act pursuit right outcomes enable solutions anticipate address obstacles managing risk deliver what matters execute meaningful priorities follow commitments the wage range position one hundred fifty four seven hundred two hundred six three hundred the role eligible annual short term incentive compensation stock based long term incentives metlife offers comprehensive benefits program including healthcare benefits life insurance retirement benefits parental leave legal plan services paid time all incentives subject applicable plan terms,https://jobs.myarklamiss.com/jobs/avp-data-science-creedmoor-north-carolina/916441448-2/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,[],"[('business interpersonal skills', 0.4616), ('drive business interpersonal skills', 0.4666), ('experience field advanced', 0.4682), ('consulting firm years', 0.4764), ('experience preferably global', 0.4767), ('ability lead organizational skills', 0.4818), ('skills sound business judgment', 0.4879), ('management consulting firm years', 0.4979), ('experience preferably global financial', 0.5011), ('years experience preferably', 0.5506)]","[('monitoring capabilities responsible', 0.4635), ('stack identify opportunities improvement', 0.4652), ('analytics initiatives time', 0.4653), ('reports team key stakeholders', 0.469), ('environment lead teams developing', 0.4707), ('management maturity influence quality', 0.4741), ('develop teams data scientists', 0.4755), ('management maturity influence', 0.4765), ('opportunities improvement staying abreast', 0.4859), ('team accomplish significant deliverables', 0.5019)]"
Data Science (AI/ML),Anblicks,"Dallas, TX",via CareerBuilder,,natural language processing frameworks understanding deep learning neural networks transformer based language model cloud experience experience working large datasets batch real time data streaming python programming sql,,https://www.careerbuilder.com/job/JMD8821H761302Z4D78?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,,[],"[('understanding deep learning neural', 0.4033), ('cloud experience experience working', 0.4157), ('learning neural networks transformer', 0.4183), ('natural language processing', 0.4214), ('cloud experience experience', 0.4242), ('streaming python programming sql', 0.4279), ('networks transformer based language', 0.4392), ('model cloud experience experience', 0.4401), ('transformer based language', 0.4725), ('natural language processing frameworks', 0.495)]",[]
Senior Analytics Consultant - Enterprise Analytics & Data Science,Wells Fargo,"Addison, TX",via LinkedIn,,four years analytics experience equivalent demonstrated one combination following work experience training military experience education three years business intelligence experience this role sponsor h one b visa transfer h one b visa candidate master degree higher,review research moderately complex business operational technical challenges require depth evaluation variable factors perform complex financial economic analysis model development plan coordinate execute primary secondary customer market projects manage participate large cross group projects mentor less experienced staff collaborate consult peers colleagues external contractors managers resolve issues achieve goals,https://www.linkedin.com/jobs/view/senior-analytics-consultant-enterprise-analytics-data-science-at-wells-fargo-3481937142?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSRzouox_fnvLGk_5G5P6Uxp8akrLfBqqM059rDkPY&s,[],"[('education years business', 0.4845), ('training military experience education', 0.4847), ('analytics experience equivalent', 0.4854), ('military experience education', 0.4881), ('experience role sponsor visa', 0.5021), ('intelligence experience role sponsor', 0.5063), ('following work experience training', 0.5236), ('business intelligence experience', 0.5629), ('years analytics experience', 0.5673), ('education years business intelligence', 0.5687)]","[('resolve issues achieve goals', 0.4397), ('experienced staff collaborate consult', 0.4427), ('peers colleagues external contractors', 0.4431), ('secondary customer market projects', 0.4443), ('managers resolve issues', 0.4484), ('operational technical challenges', 0.4831), ('external contractors managers', 0.4866), ('moderately complex business', 0.4966), ('operational technical challenges require', 0.5257), ('research moderately complex business', 0.5562)]"
"Director , Data Science",PayPal,"Austin, TX",via Glassdoor,,bachelor degree equivalent experience analytical mathematical technological field typically requires minimum fifteen years related experience bachelor degree twelve years master degree phd eight years experience equivalent experience experience acting senior manager director equivalent six ten years experience people management including people development manager development talent retention headcount planning experience financial planning roadmap planning roadmap execution across multiple teams functions experience collaborating effectively various functions excellent verbal written communications skills well strong organizational skills,lead team twenty five talented risk decision scientists risk strategy managers responsible mitigate financial fraud different part business using analytical statistical tools you also responsible growth career development headcount planning manager development guiding overall work prioritization own key business metric impacts paypal bottom line p two p fraud exposure budget keep paypal users safe new fraud vectors launch new products payment experiences enter new markets lead yearly quarterly planning financial risk mitigation across various dependencies including budgeting coordinating prioritizing large scale projects work across paypal advance abilities platforms financial fraud mitigation including product engineering data science operations finance marketing leadership we great benefits including flexible work environment employee shares options health life insurance,"https://www.glassdoor.com/job-listing/director-data-science-paypal-JV_IC1139761_KO0,21_KE22,28.htm?jl=1008438599134&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTahkIeP9Uz4Twc-m2NZVo4sBekDLZ2-AG1UzEe-TA&s,[],"[('master degree phd years', 0.5118), ('years master degree phd', 0.5123), ('years experience equivalent experience', 0.5124), ('years experience people management', 0.5154), ('degree equivalent experience analytical', 0.5335), ('experience bachelor degree', 0.5374), ('director equivalent years experience', 0.5452), ('bachelor degree years', 0.5926), ('degree years master', 0.5986), ('minimum years related experience', 0.604)]","[('fraud mitigation including', 0.475), ('finance marketing leadership', 0.4779), ('risk mitigation various', 0.4783), ('growth career development headcount', 0.4828), ('decision scientists risk strategy', 0.5031), ('operations finance marketing leadership', 0.5032), ('lead yearly quarterly planning', 0.5041), ('responsible mitigate financial fraud', 0.5044), ('lead team talented risk', 0.5069), ('tools responsible growth career', 0.5101)]"
