title,company_name,location,from,Benefits,Qualifications,Responsibilities,applyLink,thumbnail
AI/ML Health Data Scientist – Senior Consultant,Guidehouse,"Atlanta, GA",via WJTV Jobs,,"Security clearance: Ability to obtain a Public Trust clearance. Minimum years of relevant experience: 3. Education: B.S./B.A. in Statistics, Mathematics, Operations Research, Computer Science, Information Systems, Engineering, Economics, Data Science, Data Analytics, or similar quantitative discipline. Experience working with analytical models, methods, applications, and tools, such as:. Proficiency in an analytics programming language, such as R, Python, or SAS. Visualization skills with tools such Tableau, Power BI, or R Shiny. Contributing as a team member: understanding personal and team roles, contributing to a positive working environment by building strong, collaborative relationships with team members. Communicating effectively to various audiences, including various levels of management and external clients, in a professional environment. Knowledge of defense, national security, financial, healthcare, international development, or state and local government environment","Our consultants focus on client services, while also supporting business development, internal firm initiatives, and ongoing professional development. Statistical analysis, predictive modelling, simulation, machine learning, and artificial intelligence. Selecting and applying the appropriate analytical techniques. Identifying and addressing client needs, building relationships with clients, demonstrating flexibility in prioritizing and completing tasks, communicating potential conflicts to a supervisor. Business development including RFP/RFQ responses, developing white papers/concept papers, and building and demonstrating prototype solutions to customers. The annual salary range for this position is $74,900.00-$149,800.00. Compensation decisions depend on a wide range of factors, including but not limited to skill sets, experience and training, security clearances, licensure and certifications, and other business and organizational needs. Guidehouse offers a comprehensive, total rewards package that includes competitive compensation and a flexible benefits package that reflects our commitment to creating a diverse and supportive workplace. Medical, Rx, Dental & Vision Insurance. Personal and Family Sick Time & Company Paid Holidays. Position may be eligible for a discretionary variable incentive bonus. Parental Leave and Adoption Assistance. 401(k) Retirement Plan. Basic Life & Supplemental Life. Health Savings Account, Dental/Vision & Dependent Care Flexible Spending Accounts. Short-Term & Long-Term Disability. Student Loan PayDown. Tuition Reimbursement, Personal Development & Learning Opportunities. Skills Development & Certifications. Employee Referral Program. Corporate Sponsored Events & Community Outreach. Emergency Back-Up Childcare Program. Mobility Stipend",https://jobs.wjtv.com/jobs/ai-ml-health-data-scientist-senior-consultant-atlanta-georgia/915783618-2/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,
Data Science Intern,Novelis,"Atlanta, GA",via LinkedIn,,"Either have completed Masters in Software Engineering/Data Science or currently enrolled in a program. A proficient understanding of Python based Object Oriented Programming. Experience with software and model engineering concepts such as versioning, model deployment and model retraining etc. Hands on experience with such Python libraries as Scikit-Learn, Unittest and Pytest, Flask and MLFlow. Experience in Collaborative and Iterative Development. Desire for continuous development and learning opportunities. Strong analytical, organizational, presentation, and time management skills",Novelis manufacturing processes produce the operational run-time data for each coil across 15+ machine centers in various plant throughout the globe. The Data Science Intern will help develop routines using Object Oriented Python classes and methods. The Data Science Intern will learn the existing models developed by the Digital group and will help standardize those using Pipelines. The Data Science Intern will learn/understand the manufacturing process and understand common data manipulation tasks. The Data Science Intern will understand software development lifecycle and work in a professional environment. The Data Science Intern may help develop a library containing all the features currently engineered,https://www.linkedin.com/jobs/view/data-science-intern-at-novelis-3399484346?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQsNGIi_EQxSMXNfQBuOlEZanDJWH0fSEQ6xgE7i9I&s
"Director, Data Scientist",BayOne,"Duluth, GA",via ZipRecruiter,,"Masters or PhD in math, statistics, computer science, or related discipline. 5+ years of hands-on data science experience in a B2C business. 5+ years as a people leader and manager of data science talent. Deep fluency in complex algorithms and analytics methodologies across multiple platforms (on-prem and cloud) and languages. Excellent written and verbal communication skills. Ability to communicate complex quantitative analysis in a clear, precise, and actionable manner. Strong passion for answering complex business questions using structured problem solving, hypothesis testing/experimentation, and rigorous data analysis. Strong foundation in experimentation methodology and statistics. Curiosity and desire to learn about business needs and strategies from close collaboration with business partners such as the CRM, Marketing Effectiveness, and Customer Analytics teams. Data science process management and improvement. In-the-know on innovative concepts and techniques in the broader data science community, and ability to identify opportunities for improvement/innovation through data science. Familiarity with visualization tools such as Tableau, Looker or Spotfire. Strong background in relational & cloud databases, SQL and cloud native data science platform/tools",Proven experience in customer data analytics to understand customer behaviors and developing action plans to improve customer experience. Proven track record delivering robust analytics use cases across business units in collaboration with cross-functional stakeholders,"https://www.ziprecruiter.com/c/BayOne/Job/Director,-Data-Scientist/-in-Duluth,GA?jid=735aca570372a110&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",
AVP Data Science,MetLife,"Creedmoor, NC",via My ArkLaMiss Jobs,,"10-15+ years of experience, preferably within global financial services firm or a Big Four management consulting firm. 5+ years of relevant business experience in the field of advanced analytics. Master's Degree/PhD in quantitative discipline such as statistics, mathematics, physics, advanced computer science. Strong data analytics experience. Profound knowledge and experience with machine learning and AI. Knowledge and ability to understand and code in Python is required. Experience leading and delivering advanced analytics projects. Proven ability to partner and influence key business stakeholders at all levels across a global organization. Proven record of strategic planning and execution focus. Strong communication skills; effective in messaging the goals and objectives of advanced analytics and the impacts and benefits. Results Driven - focuses on and tracks the key elements that drive the business. Interpersonal skills. Self-starter. Strong verbal and written communication skills. Presentation skills. Sound business judgment. Ability to lead. Organizational skills. Experiment with Confidence - Courageously learn and test new ideas without fear of failure","Execute the Analytics Strategy outlined by the company and ensure milestones and deliverables around the Analytics and Data Science initiatives are met. Provide oversight, direction, and technical leadership for the overarching data stack and identify opportunities for improvement, staying abreast of emerging technologies. Solve key technical challenges in understanding and improving the quality of deliverables, measure effectiveness of deliverables. Synthesizing large volumes of data with attention to granular details. Define and cultivate best practices in analytics instrumentation and experimentation. Implement analytics monitoring capabilities. Responsible for model management and maturity. Influence quality and productivity improvements through involvement in the development of new and improved procedures, process innovations, training, and changes in corporate culture. Partner closely and collaborate with team members across GTO and DNA to ensure data quality standards are met. Support multiple projects and analytics initiatives at the same time in a fast-paced, results-oriented environment. Lead teams in developing production ready analytics. Coach and mentor, a large group of team members on day-to-day delivery. Build and develop teams of data scientists while challenging and motivating the team to accomplish significant deliverables with tight deadlines. Drive a team that yields high quality and actionable results, while maintaining the right balance between velocity and rigor. Communicate problems and solutions, team challenges, and overall productivity of teams with leadership. Reports to: VP Data Science. Direct reports/team : 4 to 6. Key Stakeholders : Enterprise including group benefit, disability, internal audit, investment, etc. Seek Diverse Perspectives - Source ideas and feedback to expand thinking and make informed decisions. Seize Opportunity - Drive responsible growth and identify areas for continuous improvement. Champion Inclusion - Foster an environment where everyone is valued, heard, and can speak up. Create Alignment - Partner with others across the organization with candor and transparency. Take Responsibility - Be accountable and act in pursuit of the right outcomes. Enable Solutions - Anticipate and address obstacles while managing risk. Deliver What Matters - Execute meaningful priorities and follow through on commitments. The wage range for this position is $154,700 to $206,300. The role is eligible for annual short-term incentive compensation and stock-based long-term incentives. MetLife offers a comprehensive benefits program including healthcare benefits, life insurance, retirement benefits, parental leave, legal plan services and paid time off. All incentives are subject to the applicable plan terms",https://jobs.myarklamiss.com/jobs/avp-data-science-creedmoor-north-carolina/916441448-2/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,
Data Science (AI/ML),Anblicks,"Dallas, TX",via CareerBuilder,,"Natural Language Processing and frameworks. Understanding of Deep Learning and neural networks. Transformer-based language model. Cloud experience. Experience working with large datasets, batch and real-time data streaming. Python programming. SQL",,https://www.careerbuilder.com/job/JMD8821H761302Z4D78?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,
Senior Analytics Consultant - Enterprise Analytics & Data Science,Wells Fargo,"Addison, TX",via LinkedIn,,"4+ years of Analytics experience, or equivalent demonstrated through one or a combination of the following: work experience, training, military experience, education. 3+ years business intelligence experience. This role does sponsor for H1B Visa and Transfer of H1B Visa for candidate's with Master's degree or higher","Review and research moderately complex business, operational, and technical challenges that require an in-depth evaluation of variable factors. Perform complex financial and economic analysis and model development. Plan, coordinate, and execute primary and secondary customer market projects. Manage or participate on large cross group projects and mentor less experienced staff. Collaborate and consult with peers, colleagues, external contractors, and managers to resolve issues and achieve goals",https://www.linkedin.com/jobs/view/senior-analytics-consultant-enterprise-analytics-data-science-at-wells-fargo-3481937142?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSRzouox_fnvLGk_5G5P6Uxp8akrLfBqqM059rDkPY&s
"Director , Data Science",PayPal,"Austin, TX",via Glassdoor,,"Bachelor’s degree or equivalent experience in an analytical, mathematical, or technological field. Typically requires a minimum of 15 years of related experience with a Bachelor’s degree; or 12 years and a Master’s degree; or a PhD with 8 years experience; or equivalent experience. Experience acting as Senior Manager, Director, or equivalent. 6-10 years of experience in people management, including people development, manager development, talent retention, and headcount planning. Experience in financial planning, roadmap planning, and roadmap execution across multiple teams and functions. Experience in collaborating effectively with various functions. Excellent verbal and written communications skills, as well as strong organizational skills","Lead a team of >25 talented Risk decision scientists and Risk Strategy managers, each of them responsible to mitigate financial fraud in a different part of the business using analytical and statistical tools. You will also be responsible for their growth career development, for headcount planning, manager development, and for guiding overall work prioritization. Own a key business metric that impacts PayPal's bottom line – our P2P fraud exposure budget. Keep PayPal users safe from new fraud vectors as we launch new products, payment experiences, and enter new markets. Lead yearly and quarterly planning for Financial Risk mitigation across various dependencies, including budgeting, coordinating, and prioritizing large scale projects. Work across PayPal to advance the abilities and platforms for financial fraud mitigation – including Product, Engineering, Data Science, Operations, Finance, Marketing, and Leadership. We have great benefits including a flexible work environment, employee shares options, health and life insurance and more","https://www.glassdoor.com/job-listing/director-data-science-paypal-JV_IC1139761_KO0,21_KE22,28.htm?jl=1008438599134&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTahkIeP9Uz4Twc-m2NZVo4sBekDLZ2-AG1UzEe-TA&s
Senior Data Scientist - Data Ventures,Walmart,"Allen, TX",via ZipRecruiter,,"You love writing and owning codes and enjoy working with people. Good at analyzing existing code, finding bugs in the existing solutions and recommending how to improve or enhance the baseline. Communicate complex models and analysis in a clear and precise manner coupled with actionable conclusions and recommendations. You havestrong problem solving, analytic, decision-making capabilities and excellent communication with interpersonal skills. You level up when you have the opportunity to teach others and empower those around you to excel. You have hands-on experience with Python, PySpark, SQL and the ability to write reusable and efficient code to automate machine learning pipeline and data processes. You have experience with deep learning library like TensorFlow and/or PyTorch as well as experience with Spark and/or Hadoop. Have strong knowledge of Statistics, Machine Learning, Deep Learning and NLP/NLU. Have applied industry experiece in NLP/NLU, Forcasting and Anomaly detection solution development. Built solutions that are easy to integrate into external framework or existing platforms. You bring strong engineering mindset and exposure to software engineering principles, Agile methodologies. Functional knowledge of Google Cloud Platform or Azure Machine Learning Platform and their ML and compute components. Experience in Retail customer behavior analysis and designing algorithms on Hadoop ecosystem at scale. Option 1- Bachelor's degree in Statistics, Economics, Analytics, Mathematics, Computer Science, Information Technology, or related field and 3 years' experience in an analytics related field. Data science, machine learning, optimization models, Master's degree in Machine Learning, Computer Science, Information Technology, Operations Research, Statistics, Applied Mathematics, Econometrics, Successful completion of one or more assessments in Python, Spark, Scala, or R, Using open source frameworks (for example, scikit learn, tensorflow, torch)","As a Senior Data Scientist you will design and implement scalable data science solutions working with business, product, and engineering partners and deliver outstanding business outcomes. The Senior Data Scientist is responsible for end-to-end data science solutions for our data products. Has experience with traditional, as well as modern Machine Learning/Statistical techniques, including Regression, Classification, Ensemble Methods, Deep Learning. Works closely with data engineers, analysts, ML Engineers and application developers to help build ML and statistics driven models","https://www.ziprecruiter.com/c/Walmart/Job/Senior-Data-Scientist-Data-Ventures/-in-Allen,TX?jid=203b8e5108b506ba&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",
Data Analytics Consultant,Torq,"Dallas, TX",via Adzuna,,"Bachelor’s Degree in Business Administration, Information Science, Computer Science, Computer Engineering, Information Technology, or relevant field required. At least 3 years of project management and data analytics functional experience. At least 2 years of experience with leading a technical/analytical team. Able to synthesize information, prioritize business goals and drive results with a high sense of urgency and attention to detail. Excellent oral and written communication skills including strong meeting facilitation skills. Experience in leading cross functional projects and initiatives. Familiarity with Power Bi, Tableau and other data visualization and reporting tools. Experience with Agile and Waterfall methodologies and technologies. PMP (Project Management Professional) Certification. Agile certifications such as CSM or CSPO. Experience running scrum ceremonies with different data teams","Our Torq Insights practice is looking for superstars who will fill a key role in delivering robust data solutions to our clients. Communicate clearly and effectively to diverse audiences of technical and non-technical background, orally and in writing. Understands how to gather information and conduct analysis to gain a full understanding of issues and problems, including root cause identification. Identifies differences between business and technology stakeholders; facilitates involvement, collaboration, and communication to resolve issues quickly. Understands both the architectural and technical aspects of projects. Demonstrates a robust understanding of all business data processes/processing for a system and the related data structures. Understands the business case process and maintains a business case for projects being managed. Even better, our perks are designed for employees by our employees. We do this because we believe in delivering a compelling benefits package that puts you at the heart of our rewards. Competitive Salary – your bank account will be smiling. Unlimited PTO – we’re serious about that work-life balance thing. Best-in-class health/vision/dental benefits – your health is our priority. Generous 401K options – take care of your future with us. Opportunity to be a key player at a highly reputable, fast-growing consulting firm. High degree of internal mobility and diverse project opportunities",https://www.adzuna.com/details/3916690820?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,
Manager Data Analytics,GAINSCO Auto Insurance,"Dallas, TX",via Salary.com,,"Education: Bachelor’s degree, with preference given to Statistics, Mathematics, Actuarial Science, Engineering, Finance, Economics or related field. Five or more years insurance data and analytics experience, preferably with personal auto insurance. Proven problem solving and analytical skills used to make decisions regarding the use of data in support of business goals. Experience working with stakeholders across an organization in identifying business requirements that result in providing creative solutions to varying data needs. Experience in successfully working with data navigating ambiguity and collaborating across teams and functional boundaries to deliver on business goals. Excellent verbal and written communication skills including the ability to effectively present summary of analytical work and ideas to Senior Management, other departments and staff. Ability to gather, extract, monitor, format and understand information and express ideas effectively at all levels of the organization. Strong analytical, problem solving and research skills. Excellent project management, organizational and time management skills including ability to multi-task, prioritize, and organize. Experience in creating business requirements, specifications and timelines. Excellent collaboration skills and demonstrated ability to operate and influence in a fast paced growing organization. Effective communication and presentation skills with executives and a diverse set of business and technical stakeholders. Proven track record of navigating ambiguity and leading complex projects from start to finish. Escalate and recommend solutions for new or emerging issues that may impact the company. Office Equipment and Software: Excel, SQL, Python, R and data visualization tools like PowerBI and Azure Devops. Decision Making: Ability to make decisions with minimal support. Demonstrated ability to ensure the necessary stakeholders are brought into the decision process at the appropriate time. Interpersonal Communication: Within all levels of the business and cross-departmental. Excellent written and verbal communication skills for varied audiences on analytical subject matter. Confidential and Sensitive Information: Agent account and personal information","Lead the day to day activities of the team to deliver successful outcomes. Provide expert advice, direction and support to team members to ensure consistent application of policies and procedures. Coach, mentor and provide feedback to improve performance and develop skills. Consult to supervise and guide team members to achieve unit objectives. Provide support with day to day team operational functions. Assist to develop, implement, monitor and report on the progress and outcomes of the teams work. Assist to maintain strong and effective cross-departmental relationships. Drive alignment across the Organization on methodologies and data sources to ensure consistency and provide clarity across teams. Design, build, launch and scale new and repeatable analytical models that allow us to connect different data sources and dimensions to more easily harvest new and deeper insights from our data with the purpose to provide greater business value for the organization. Ensure the standardization of data between the organizations various data sources / platforms. Prioritize new analytics requests from business stakeholders, build and maintain the project roadmap and oversee the delivery of new reporting / analytics capabilities for the business and enhancements to the current analytics portfolio through a regular sprint process. Ensure data issues are appropriately identified, evaluated, investigated and resolved. Conduct deep dives to identify root causes of pain points and opportunities for improvement. Communicate with co-workers, management, customers, vendors, and others in a courteous and professional manner. Conform with and abide by all Company codes, regulations, policies, values, work procedures and instructions. Competitive salary based on experience. Clear opportunity for growth, additional responsibility and promotion. Excellent benefits package: medical & dental (Basic plan FREE), vision insurance, life insurance, short term and long term disability insurance. Parental Leave Policy. 401K Company Match. Paid Vacation Sick days Floating Holidays Company determined Holidays",https://www.salary.com/job/gainsco-auto-insurance/manager-data-analytics/j202207120922234493365?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTNdgK4GuZfzgBfAXKKLaomypXBiVCcO6m8DjyK&s=0
Lead Data Scientist,MNTN,Anywhere,via LinkedIn,,"6+ years of experience related to experimentation, A/B testing, causal analysis, machine learning, look-alike modeling, ranking or equivalent. Advanced degrees in Computer Science, Mathematics, Electrical Engineering, Statistics, Economics or similar may be substituted for some years of experience. Experience in SQL, Python, Jupyter Notebooks, R, or similar languages and a history of technical mentoring. Hands-on experience working with NoSQL, Spark, Hive, BigQuery, Databricks, Snowflake, or similar technologies. Written and verbal communication skills to convey complex technical topics to a variety of audiences","You will lead other data scientists, data engineers, and machine learning experts as well as collaborate with Product Owners, Data Analysts, Software Engineers and other stakeholders to create and iterate on various data intensive products. Become the end to end expert on attributing impact of advertisements in an ambiguous and privacy-focused ecosphere. Identify business opportunities and gaps in data insights for both internal and external stakeholders. Lead discussions with other technical and non-technical functions. Propose, implement, and evaluate mechanisms to connect event data across a variety of platforms. Utilize a variety of mathematical techniques and communicate them to others. Investigate critical incidents and provide insights to data ambiguity. Communicate findings and knowledge to others including vice president and c-suite stakeholders. 100% remote. Open-ended vacation policy with an annual vacation allowance. Three-day weekend every month of the year. Competitive compensation. 100% healthcare coverage. 401k plan. Flexible Spending Account (FSA) for dependent, medical, and dental care. Access to coaching, therapy, and professional development",https://www.linkedin.com/jobs/view/lead-data-scientist-at-mntn-3482321012?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSgzfjFpTMZHjlV2GnpBXbNRHzQja33ZRHbmS2KDhM&s
Data Scientist,NationsBenefits,"Dallas, TX",via Monster,,"Track record of designing and implementing machine learning and optimization models. Strong foundation of applied data science skills (math, statistics, algorithms). Business-focused and results-oriented approach to projects. Ability to tailor content to the audience and communicate results effectively. Proficiency in Python development and standard Python frameworks. Expert-level skills in Python, SQL, and modeling. Exposure to cloud services in AWS or Azure. 1-3 years experience designing and deploying machine learning models. Target-driven, high degree of intercultural competence, team player with the highest commitment. Comfort in prioritizing workload demands in a fluid, fast passed environment","You would be a part of a multidisciplinary team organizing and reporting on data, building intelligent applications, and managing production machine learning models. Our team offers significant room for growth - you will play a significant role in setting standards for analytical operations. Break down business problems to design and implement machine learning and analytical solutions. Leverage Azure architecture and work with machine learning engineers to deploy models. Contribute to interactive applications and batch/live model integrations. Monitor and upkeep production models. Contribute to a core Python library for ML projects. Work with team leads on delivering presentations to executive teams. Stay on top of developments in data science and machine learning",https://www.monster.com/job-openings/data-scientist-dallas-tx--dd6b9ad1-2ae4-40e4-8665-7cff68274819?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,
Data Science Senior Associate,RSM US LLP,"Dallas, TX",via Glassdoor,,"Undergraduate or Master’s degree in MIS, Computer Science, Statistics, Data Analytics or Accounting, or equivalent level of education. Minimum of 2 years experience with open-source programming languages like R or Python. Minimum of 1-2 years of professional experience with ML modeling. Ability to travel to meet client needs and work collaboratively with others in-person and remotely. Openness to workday flexibility, agility, remote work environment, leveraging new tools. Effective communication skills, both verbally and in writing. Effective time management and prioritization skills","This includes internal audit, the chief risk officer or risk function and various other members of management tasked with managing risk. Learn about the clients that we serve within the financial services industry, and leverage your understanding to become your clients’ trusted advisor. Facilitate discussions with client stakeholders to understand current state of the business process, the pain points and success criteria of the potential solution(s). Collect data requirements, identify relevant data sources, obtain and understand data. Perform data transformations, data joining/blending, data profiling, data cleansing, and other data movement related activities. Determine different machine learning (ML) algorithms fit for purpose based on business and data understanding. Participate in the development of ML models within an Agile team made of internal and external resources. Produce tidy code including comments and docstrings to enable other project team members to understand functionality developed. Follow source code management protocols (e.g. Git) to effectively version models during development and allow multiple resources to work on separate functionality simultaneously. Interpret the results of ML models and clearly and effectively communicate results to technical and non-technical audiences. Model the core RSM values of respect, integrity, teamwork, excellence and stewardship in all interactions with clients and team members. Be open to new ideas and challenges, and help foster a culture that encourages people to ask questions, seek diverse perspectives, and challenge those around you. Develop executive presence through interactions with management within RSM and our clients. Develop meaningful relationships with client personnel and colleagues. Support RSM’s goals around diversity and inclusion by nurturing an environment that understands individuality, promotes authenticity, and values varied perspective in arriving at solutions. The firm offers a competitive benefits package, base compensation, and an employee bonus program for eligible roles based on individual and firm performance per program guidelines","https://www.glassdoor.com/job-listing/data-science-senior-associate-rsm-JV_IC1139977_KO0,29_KE30,33.htm?jl=1008232400682&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRcyY26HimbI4tYZt7k3jTHWX5BL59R2lH0yWgXXrA&s
Data Scientist,United States Army Futures Command,"Austin, TX",via ZipRecruiter,,"Degree: Bachelor's degree (or higher degree) in mathematics, statistics, or actuarial science. The degree must be in a major field of study (at least at the baccalaureate level) that is appropriate for the position. Combination of Education and Experience: Courses equivalent to a major field of study as shown in paragraph A above, plus additional education or appropriate experience. Specialized Experience for GS-13: One year of specialized experience which includes: Communicating and interpreting statistical results to researchers to ensure that data is accurately reported; assisting with the evaluation of alternatives utilized to assess projected capabilities for future mission support; and utilizing statistical methodologies to fuse data sources derived from requirements and systems","Serves as a Data Scientist in the Human Capital Directorate responsible for developing, constructing, testing and maintaining a data architecture. Conducts data convergence efforts for migration to cloud and edge computing. Attains new concepts, configurations, and performance characteristics which may result in establishing new theories. Uses statistical techniques to analyze research results and data in order to evaluate the application of computer programs. Determines the desired selection and acceptable output formatting based on network constraints. Recommends additions or modifications to existing hardware, software, and data architecture. Conducts statistical data analytics projects and/or studies in order to evaluate, design, and tabulate statistical sampling plans and analytical processes. Salary: $92,977 to $142,830 per year. Incentives: The following may be offered: Student Loan Repayment, Advanced In-hire, Advanced Leave Accrual, Permanent change of station Entitlement (PCS), Relocation/Recruitment Incentives. Benefits: Time Off- 10 Federal Holidays; 13 Sick Leave Days Health, Dental, Retirement, Vision, Life, and Thrift Savings Plan (TSP, similar to a 401K)","https://www.ziprecruiter.com/c/United-States-Army-Futures-Command/Job/Data-Scientist/-in-Austin,TX?jid=67dd44b7cd6167ed&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQhGPwawX5H9oCpJQjrMpp-afdrxQo19aoprYPM&s=0
Strategic Analytics Lead Data Scientist,Deloitte,"O'Fallon, IL",via Glassdoor,,"Bachelors' / Masters' Degree in Statistics, Applied Mathematics, Computer Science, Engineering or other technical discipline. 2-4 years of relevant work experience in a technical field. Experience in programming languages, including but not limited to R, Python or SQL. Experience working in data visualization software such a Tableau. Understanding of statistical analysis, predictive modeling, and data engineering techniques. Ability to develop analytical approaches to answer high-level questions and develop insightful recommendations. A client-service mindset and a desire to take on tough and challenging projects. Effective communication skills, both written and verbal; ability to ""tell the story"" and develop executive level presentations with guidance. Proficiency in in MS Excel and PowerPoint. Must be legally authorized to work in the United States without the need for employer sponsorship, now or at any time in the future. Flexible work style. A US-based office location is required","The Strategic Analytics team typically executes projects across the following areas:. Translate conceptual questions into data-driven analyses to allow leaders to make informed decisions. Develop and drive complex projects using advanced analytic techniques. Support Finance and Firm leadership with ad-hoc specialized analyses and provide support for leadership and management meetings. Develop and operationalize reporting to measure impact of implemented changes. Support large scale, complex cross-functional initiatives in support of the CFO and COO's key strategic priorities. Support identification of key indicators of economic shifts, business and/or policy changes and prepare situational playbooks to allow leaders to focus on mission critical decisions. Exceptional attention to detail and ability to work effectively with minimal supervision","https://www.glassdoor.com/job-listing/strategic-analytics-lead-data-scientist-deloitte-JV_IC3725660_KO0,39_KE40,48.htm?jl=1008475676520&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSXBkOY1REsyFC_3PD3K-2Jz-VCA_QP0iHpnSkV4iE&s
Data Scientist II,Cox Communications,"Tucker, GA",via My ArkLaMiss Jobs,,"Bachelor's degree in Data Science, Machine Learning, Statistics, Mathematics, Computer Science, Operations Research, Analytics, Engineering, or related technical discipline and 2 years of related experience OR MS degree (Data Science, Machine Learning, Statistics, Mathematics, Computer Science, Operations Research, Analytics, Engineering or related technical discipline) and 2 years of related experience. Strong programming skills and ability to utilize a variety of software/languages/tools. Familiarity with database technology such as Oracle, Hadoop/EMR, etc. Ability to successfully comprehend and communicate business insights","This role will be responsible for developing actionable insights and building advanced analytics solutions for Cox Communications' lines of businesses. The Data Scientist is required to have strong development, systems, and problem-solving skills to enable data-driven decision making. Identify, research, interpret, catalog, source, manipulate, and enrich Cox Communications' structured and unstructured data assets to facilitate effective analytics. Use foundational data science methodologies to identify relationships/drivers of key metrics to improve customer experience, network performance, proactive labor routing, quality of service or operating cost. Build and maintain processes and functionalities for analytics solution needs. Prepare documentation and visualizations. Keep up to date on new technologies, standards, and practices. First, we offer a highly competitive compensation package (base salary + excellent commission plan rewarding strong performance), 401(k) with a generous company match, comprehensive healthcare, life, and disability benefits, plus numerous other benefits, including adoption assistance, pet insurance, and discounts on travel and cars!. We also offer boundless opportunities for growth; you can sharpen your skills, learn a new talent, join a mentoring program, even earn an advanced degree. Benefits of working at Cox may include health care insurance (medical, dental, vision), retirement planning (401(k)), and paid days off (sick leave, parental leave, flexible vacation/wellness days, and/or PTO)",https://jobs.myarklamiss.com/jobs/data-scientist-ii-tucker-georgia/918401067-2/?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,
Data Science Developer (Top Secret Clearance),Inflow,"Huntsville, AL",via CareerBuilder,,"You must possess an active Top Secret clearance, with ability to obtain SCI w/Poly within a timely manner. Bachelors' degree in computer science, information systems, engineering, business or other related field or equivalent experience. Relevant professional experience. Working knowledge of desktop applications such as word processing, spreadsheet, and database programs. Working knowledge of current operating systems and programming languages. Knowledge of Python and JULIA. Top Secret security clearance with capability to obtain SCI. U.S. Citizenship required. NET Web Forms, AngularJS, Vue, Boostrap, REACT, Node.js, AIRFLOW, Dockers Containers, JavaScript. Algorithm development and python libraries. IDEs, R, GIT, Mercurial, TortoiseHg, GITLAB/GITHUB. Databases: SQL Server, ORACLE","In support of Inflow's contract with the Government, you will be working alongside Government civilians and other Government contractors, developers, engineers, data scientists, and administrators. Using your expertise in data science, you will be providing support in designing, developing, testing and implementing complex software programs. Analyze users' software program needs and assists in troubleshooting. Design and develop software using basic compilers, assemblers, utility programs and operating systems. Perform systems modeling, simulation and analysis. Advise hardware design engineers on machine characteristics that affect software systems. May provide input for documentation of new or existing programs. Evaluate data, algorithms and their interaction to improve algorithm performance. May apply advanced statistics, including natural language processing and machine learning to create solutions. May assist in data modeling and data virtualization. May write code to preprocess and clean data. Other duties as assigned",https://www.careerbuilder.com/job/JMD882635GAB137QX37?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic,
